Date_Scraped,Date_Param,Commodity_ID,Commodity_Name,Province_ID,Province_Name,Price,Price_Type
2026-02-12,2022-01-08,7,Cabai Merah,14,Jawa Tengah,27000.0,1
2026-02-12,2022-01-08,7,Cabai Merah,15,DI Yogyakarta,35650.0,1
2026-02-12,2022-01-08,7,Cabai Merah,16,Jawa Timur,24850.0,1
2026-02-12,2022-01-08,7,Cabai Merah,17,Bali,23750.0,1
2026-02-12,2022-01-08,7,Cabai Merah,18,Nusa Tenggara Barat,24450.0,1
2026-02-12,2022-01-08,7,Cabai Merah,19,Nusa Tenggara Timur,54150.0,1
2026-02-12,2022-01-08,7,Cabai Merah,20,Kalimantan Barat,54650.0,1
2026-02-12,2022-01-08,7,Cabai Merah,21,Kalimantan Selatan,59400.0,1
2026-02-12,2022-01-08,7,Cabai Merah,22,Kalimantan Tengah,77500.0,1
2026-02-12,2022-01-08,7,Cabai Merah,23,Kalimantan Timur,61900.0,1
2026-02-12,2022-01-08,7,Cabai Merah,24,Kalimantan Utara,60350.0,1
2026-02-12,2022-01-08,7,Cabai Merah,25,Gorontalo,48350.0,1
2026-02-12,2022-01-08,7,Cabai Merah,26,Sulawesi Selatan,32550.0,1
2026-02-12,2022-01-08,7,Cabai Merah,27,Sulawesi Tenggara,48450.0,1
2026-02-12,2022-01-08,7,Cabai Merah,28,Sulawesi Tengah,45000.0,1
2026-02-12,2022-01-08,7,Cabai Merah,29,Sulawesi Utara,35650.0,1
2026-02-12,2022-01-08,7,Cabai Merah,30,Sulawesi Barat,42300.0,1
2026-02-12,2022-01-08,7,Cabai Merah,31,Maluku,99100.0,1
2026-02-12,2022-01-08,7,Cabai Merah,32,Maluku Utara,70000.0,1
2026-02-12,2022-01-08,7,Cabai Merah,33,Papua,69600.0,1
2026-02-12,2022-01-08,7,Cabai Merah,34,Papua Barat,73750.0,1
2026-02-12,2022-01-09,7,Cabai Merah,1,Aceh,22950.0,1
2026-02-12,2022-01-09,7,Cabai Merah,2,Sumatera Utara,26200.0,1
2026-02-12,2022-01-09,7,Cabai Merah,3,Sumatera Barat,39000.0,1
